LABEL	preprocessing_A
AGAINST	cartell actualitzar lactar duniversitats pels dret civil democracia compromís social universitat passar presentar futur març auditori campus ciutadella associacio laudar
FAVOR	despullar monarquia politics jutjar odiar covard xaqueteros pelar pelar botifler kaixibancs negoci brut lespanya franquista desquerra dreta anti violencia colonitzador
AGAINST	pot idea pensar policia nacional joia
AGAINST	car psicopata guapot
AGAINST	reconèixer primer vegada declaracio dindependencia fake
AGAINST	algu casa cridarli sera heroi podrir muntar crowdfunding
FAVOR	preparar manifestacio filofranquista capital europeu feixisme existir possibilitar conversar estatgeneralitat persona prendre notar parlar acordar embogir definitivament divertir
FAVOR	lhistoria catalunya espanya normar lexcepcio
FAVOR	testimoni secretar judicial descriure situacio setge dona alar relatar criminalitzar mobilitzacio portar deconomia jornada portar sanchez preso #judicio
AGAINST	inscriure poder votar voler coalicio elecció general dacabar votar cap llistar sino daltres partit independentista
AGAINST	rahola sindigna questionen presenciar televisiu estar gent agradar
FAVOR	indepes tambe bestia negre quin pena sort setmana tenir millorar reconeixement visitar lopossicio president consellar republica trist creure
AGAINST	aixequessim levantaramos
AGAINST	passar pero tenir convidar
FAVOR	posare twitt alliberar #presospolitics poder tornar carles puigdemont legitimar president republica catalunya viure catalunya poblar lliurar sobira #llibertatpresospolitics
FAVOR	jutjar #catalunya imparcial seure taular dialeg partit independentista traicio espanya estar repetir #historia ️debat #historia #insubmissio #resistencia #resilencia
NONE	veure declaració comandament policial desfilar suprem intel·ligencia policia limitar patrullar xarxa social
FAVOR	liquidasio soraya caure puigdemont caure puigdemont #nosurrender
AGAINST	vegada gent avorrir vida lunic aixo mica daccio democio poder part testimoni moment historic quin perillar quin irresponsabilitat granar
FAVOR	#unitat daccio #unitat estrategica
AGAINST	tango preso #poloniatv
AGAINST	millo mentir descaradament puntar avui veure necessitar dexagerar discurs mica semblar lamentable permetre gent veure aqui passar
FAVOR	impressionar declaracio tot dia constatar politics dalçada #fakesuprem
FAVOR	practicar lozano aixo sexar doctorar freud referendum consentir pactar silenci admi nistratiu
FAVOR	#fairy servir netejar merda tenir catalunya merda espanyol
FAVOR	treureu posar #llibertatpresospolitics
NONE	latemptat setmana passar caixmir pitjorar tresar decades conflicte pakistan líndia significar final lestabilitat zona
NONE	confiar plenament jordi francament
FAVOR	alla espanya fallar lodi prepotencia prejudici embogir shan anar tancar portar convèncer vegada dur politics cairar labisme fer
AGAINST	declarar culpable tenir urna obrir col•legis tenir papereta sobre organitzar murallar pagar facturar portar waterlo deixar paripe tenir confessio algu confessar #josoco
NONE	trump suavitzar pero mante prometre construir
AGAINST	dia republica proclamar capaç danul·larla democraticament hace dias republica proclamar nadie sido capaz anularla democraticamente #diesderepública #republicaésllibertat #catalunyanoterei
FAVOR	venjança provar lestat espanyol venjança desitjós representant politics prendre culpar eixelebrat negacio descortes policial malpensar encertar
NONE	albert rivera perdre contra valtonyc
AGAINST	legalitat delicte greu petar lestatut constitucio aprovar llei desconexio fundacio republica obviar parlament oposicio recordar passar
FAVOR	destar situacio judicial reino españa associacio jutjar democracia estar democracia imaginar associacio dir mestre educacio
NONE	cada pensar poder caure dema superar
AGAINST	creure anar marcar sensacio claustrofobia aixo agradar impactar killing sacred deer
FAVOR	jordi turull tribunal suprem aixo posarte vestir constitucionalista ganga permetre incomplir constitucio dona gana granar #llibertatpresospolitics #judicialademocracia #judicifarsa #judicidelavergonya #judicialesurnes
AGAINST	autonomista amic tenir deslegitimar independencies shan unilateralment idiota pensar espanya far referendum acordar fara algo nòmer aconseguir lindependencia formar unilateral
FAVOR	vídeo #terrassa recordar reviure referendum
FAVOR	perpinya ciutat habitant lestat frances batlle republicains alliats nivell europeu sumar solidaritat pels pres politics exiliat català bonic
AGAINST	constitucional defensar obvietat dret llei democracia indissociable linsolit governant criticar nòmer populista situar democracia llei
AGAINST	segur vendre crear merder violencia infiltrarse provocar aldarull buscar bregar segur ironia pero atent ull obrir #nioblitniperdo #nosurrender #noatot
FAVOR	manifestacio tocar feixisme sant jaume cordar policial shagues trencar batallar campal centenar ferit arranar saber intentar trencar cordar policial provocar carregar policial
NONE	servei minims marcar decretar governar dir nheu saber obligar valids empresa sector #serveisminims #vagageneralfeminista
NONE	poder testimoniar clima pacificar manifestació apartar fotre video demostrar contrari
AGAINST	creure oblidar voste any lempordanes francesc cambo batlle empresari catala president lligar regionalista manifestar adhesio franco català defensar republica
AGAINST	trapero tonto creure digue llach companyia saber funcionari passar complimentar llei transitorietat trapero creure nòmer passar sino seriar elevar magnanim policia ser tonto
FAVOR	tensar nacionalisme lespanyol matar desinfectarque enviar catalansvascos republicà espanyol camp concentracio nazi enterrar dissident cunetesun nacionalisme projectar politic defensar hereu
FAVOR	simbol representar granar majoria tambe part votant trobar indecent preso provisional politics català
FAVOR	caldre quant vegada caldre caldre #junquerasacusa #joacuso #judiciaalademocracia #hotornariemafer #estamosindependentistas
FAVOR	investigar presentar justificar investigar presentar jutjar dactuar segon fer individu independencia fer restar perque justar paradoxalment tenir lefecte oposar
FAVOR	quant humanitat transparencia sencillesaqualitats gent tenir essencial bo politicadesitjo politics oriol
AGAINST	fiscalia tribunal suprem recórrer sentenciar #manada defensar violacio demanar any preso condemnat
NONE	laudiencia nacional celebrar dimarts febrer veure larticle rebel·lio contra lexcap mosso desquadra josep lluis #trapero haura dirimir tribunal competent jutjar #mossos
AGAINST	buch aprendre puto vegadamanifestacions feixista catalunya mesla democracia permetre feixista campar aire poblar
FAVOR	donar comptar votant independentista mobilitzar general poder treure escon imagineuho
AGAINST	saber espanya goberna psoe podemos comú xaval dalsasua twitero bascsegueixen preso venir separacio poder iceta psoe deixatar clar
AGAINST	sortir pero twitts seguidor
AGAINST	valent home feina tenian avui acollonir noia orgullós deure mare
FAVOR	quant dia començar #judicifarsa boca obrir adhessions manifestació portar bo gent #madrid advocat fer rodar premsar renegar formar #judicfatxa espereume sentats #madrid
FAVOR	aviar començar judici contra lindependentisme jordis conseller poder acabar condemnat preso #lanostrasentencia independencia
NONE	️la policia espanyol posar travar familiar pres politics intentar accedir suprem tras video narrar situacio
AGAINST	final voler gent sengresqui vegada tinsulti provocar esforç canviar témer vegada lintenten treure pero gana quedar paio vegada quedar
FAVOR	arribar #granonada #tram graciar totses tant #diada #primeradiada
AGAINST	lesperit pacificar real mantenir sentir exaltat pero fara guanyarsempre tinguemho clar primer filar tenir clarissimla victoria desconcertar provocar pacifics aixi
NONE	avui doblar racio fatxa bufar pesadets
NONE	ladvocat elevar protestar tribunal reclamar aclariment ladmissio expressar testimoni marchena sempipa acceptar maniobrar dilatories perjudicar processar
FAVOR	august matamala valoracio global judici proces marchena esta canviar constantment criteri aixo irregularitat absolut #judicitvcatradio
FAVOR	escoltar magnificar introduccio conduccio graciar claredat parlar pero deixar clar parar llibertar #freetothom
NONE	revoltar poesia veure exili preso setge catala arab aixo #josocvosaltres nisrin akram khouri abdullah alhariri talal khadar rasha omran wael sadeddin raed wahesh leditor personar sumar
AGAINST	republica existir idiota #cadadiasonmesridiculs
NONE	demencial possible simple especulacio periodistica quan detenir puigdemont desena teoria delirant passar complir pero anar farsa arribar arribar passar
FAVOR	despertar feixisme imaginar esquerre sestan fer treballar suposar fer autocritica buscar culpable tocar posar costar opresor creure equidistontos nooooooo
FAVOR	poder esbrinar costar retallar lestatut #nioblitniperdo #adeuespanya #bonvent #thisistherealspain #vergonya #joacuso #wetrustedeu #autodeterminacionoésdelicte #judicio #judicitvcatradio #absolucio #freetothom #freethemall #independencia #tribunalsuprem
NONE	marededeusenyor pobretes burro
FAVOR	aquest personatjeno representar mateixsap mentir igualar acció dabengoa indecent culpabilitzant independentisme guerra civil recordar allo glorioso alzamientoesta afiliar psoe podrir estarho partidopopular
FAVOR	puigdemont reclamar referendum pactar estas dacord ampliar mostrar
FAVOR	testar passar apostar neofeixisme descartar dret humà dialeg urna estas envellir malament vell europa novela george orwell començar semblar ficcio #wetrustedeu #vergonya
AGAINST	tesforcis idiota manipular emoció traidors catala votar elecció espanyola independentista lindependencia nòmer saconsegueix formar unilateral
FAVOR	comunicar judici mobilització oblidar l#oct lautodeterminacio dret delicte absolucio #llibertatpresospolitics
FAVOR	considerar unic intransferible contractar politics voler representar votar crear ansietat haber arribar acordar decidir
NONE	catalunya fregar finalitzacio lepidemia #grip taxar dincidencia seguir baixar situar cas habitant tocar llindar epidemic cas establir temporada #salutpublicacat #pidirac
FAVOR	creure doctubre produir majorar distanciament historiar milió català lestat espanyol esperar veure lefecte produir sentenciar pres politics desconnexio mental sera total absolut republica republica
AGAINST	fastic llegir merda aqui vostes #fakenews
AGAINST	president comite europeu regió criticar pres politics català
AGAINST	jajaja festival lhumor vostes proces farsauna farsa lamentable enfonsar catalunya enfrontar catalanstot amagar retallsmala gestio corrupcio pujol vostes tambe destar processar #golpistasaprision
FAVOR	atacar restar poder llegir sobrar contestar atacar contrastrat replicar argumentar possible molt caso #femxarxa arrimadas sumar rivera tambe atacar
FAVOR	governar catalunya autoritzar manifestacio aquest enaltir pels carrer criminal duniforme atonyinar gent vila ciutat enlla llibertar dexpressio manifestacio
FAVOR	suprem lligar mà peu defensar pres politics judici vilaweb
AGAINST	fer mig comunicacio espanya
AGAINST	ministrar sanitat obtenir master formar irregular
AGAINST	insistencia lunionisme vergonyar incomplir llei lestat espanyol violar tractat internacional signar mateix reconèixer dret lautodeterminacio part corpus constitucional espanyol
AGAINST	entendre interrogatori #judicidelavergonya afirmació basar percepció sentiment portera cantonat delegar governar declarar basar provar documentar paper mullar
AGAINST	absolut final temps #dretshumans davant duna crisi pero crisi tambe ventallar doportunitats #premisolidaritat
AGAINST	#alertaultra manifestant convocar falange #tortosa lluir tatuatge nazi responsable directe camp dextermini
FAVOR	voler ingovernabilitat despanyar voler independencia catalunya
AGAINST	missatge aquest concursar #hiphoppau projecte l@icipeace motivacio alegria dona
FAVOR	cridar mobilitzacio desallotjar acampar llibertar paradoxa governar efectiu #omplimsantjaume
FAVOR	#omplimsantjaume #josocroger #rogernoestassol #inevitable lanalista donar brew publicar twitter pronosticar independencia catalunya inevitable
