LABEL	preprocessing_D
FAVOR	Es permet el miting de un partit feixista com Vox en el Parlament europeu i no el de Puigdemont. Si Europa ens mira, ho déu estar fent mentre se'n fot de nosaltres.
FAVOR	ramirp El que m'agradaria es que, tots aquests Països, s'alinearan en el missatge de que Espanya no és una democràcia i punt
FAVOR	L’anàlisi de la mani de Jusapol: L’equiparició salarial és a Madrid on s’hi han de manifestar. L’Operació Copèrnic és un insult a la democràcia que es permeti de fer. Fora de Catalunya les forçés d’ocupació. OmplimStJaume 29s llibreslliures
AGAINST	Per a Pilar Rahola, el PSC són “ells” (i és una amença que puguin guanyar). I PDCAT, ERC, Crida i Cunidospodemos, “nosaltres”. I ho diu sense rèplica. 
AGAINST	RT LaVanguardia: ÚLTIMAHORA La Generalitat limitará el precio de los alquileres en Catalunya 
AGAINST	El futbol està bé perquè és un cachondeo i pots deixar descansar el cervell una estona i opinar sense raonar. Clar que només té gràcia si entens que és un divertimento, aquí és on rau la gràcia. Em pregunto si ser de dretes deu ser semblant, perquè no està mal😂
FAVOR	Mireu quina pancarta! L'hem vist a l'alçada del Tram12 de la Diagonal. Elaboreu les vostres amb total Llibertat!. FemLaRepúblicaCatalana🚩 
NEUTRAL	Pancarta per la LlibertatPresosPolítics i força estelades quan els jugadors de FCBarcelona_cat i realmadrid salten al CampNou per disputar ElClásico a pocs dies perquè comenci el JudiciTV3CatRàdio BarçaMadrid CopaBarça CopaTV3 ClàssicTV3 ForçaBarça 
FAVOR	RT vpartal: Avui un editorial molt especial, cara a demà: ‘Crideu independència, si és la independència allò que voleu’ 
AGAINST	PoliticayModa L' homenatge està molt bé, però entre cargolades, butifarrades i demés, l' agenda d'en Torra sembla la d'un candidat del Barça de penya en penya.
AGAINST	Oriol Junqueras tritura a Carles Puigdemont 
FAVOR	Davant la presó del Puig de les Bases, a Figueres. Estudiants de gimnàstica rítmica van portar a terme un ball i van fer un llaç groc per la LlibertatPresesPolítiques 
FAVOR	Fairy EnricMillo Pren nota dels dosificadors de Fairy que farem servir la propera vegada, mala persona, mentider, que les males merdes t´ofeguin 
FAVOR	Reflexió gratuita: Si hi han partits que diuen que la república ha d'esperar que hi hagi una majoria indepe inapel·lable, pot ser els independentistes els haurien de votar (a aquests partits) quan hi hagi una majoria independentista inapel·lable, pero de moment NI UN VOT. No?
NEUTRAL	El Govern central aprova el registre horari en les empreses i el subsidi per a aturats als 52 anys 
FAVOR	RT maitegras: Bon dia! OmplimStJaume RepublicaCatalana LlibertatPresosPoliticsiexiliats Seguim . 
AGAINST	miquelstrubell vpartal Es clar es un ser superior, i l'altre una persona amb adn tarat que ni compta ni te rao en res.
AGAINST	Comissari mossos Manel Castellví diu que pot ser que informessin de les matrícules de vehicles camuflats de Policia i Guàrdia Civil. Però per contra nega que hi haguessin contravigilàncies de Mossos a la resta de cossos policials.
FAVOR	RT CarladelCarme: El feixisme avança si no el combatem. ATUREM-LO! ✊✊✊ WE STOP FASCISM! ✊✊✊ TajaniPuppetOfFascism 
AGAINST	LogosMediaBcn I t,obre la perspectiva, fent-te reflexionar sobre la teva.
NEUTRAL	La periodista Laura Fàbregas, o bé és una indocumentada, o bé una mentidera. Sí, les enquestes diuen que el 80% dels catalans volen un referèndum. Fins i tot ho diu El País. FAQStherealTV3 
FAVOR	. jorditurull, amb la seva treballadíssima declaració ens demostra a tots i totes allò de la feina ben feta no té fronteres . Chapeau! FreeTothom
AGAINST	MeritxellSerret gabrielrufian Esquerra_ERC Et falta a lis republicanis y lus republicanus, I al companys, companyes, companyis i companyus . Si hem de ser ridículs (ridícules, ridiculis, ridículus...), fem-ho bé... 
AGAINST	VallsBCN_2019 manuelvalls Quins pebrots!! Ara provicuans... provincians són els qu'et recoltzen només per ser francés i ex ministre.. Ves a cagar manuelvalls
AGAINST	mats_jordi DavidVinyals Esclar, perquè els polítics d’aquí treballan per Madrid.
NEUTRAL	FraJeremies Si, pare, però és que ara diuen que els espanyols ens retiraran la seva solidaritat per sempre més, perque som antipàtics, i que ens caurà un 155 pitjor que el d'abans i aquesta vegada no mouran un dit per nosaltres 
AGAINST	elmonarac1 quiere tapar el fraude fiscal de su mujer...
FAVOR	Però arribarà el dia que s'acabarà el judici i us trobareu encara més sotmesos a Espanya, amb un govern i un Parlament de Vichy que hauran acabat de tancar la darrera porta per la qual restava alguna esperança de fer efectiva la independència
AGAINST	RT SomComuns: Vinga jaumecollboni que no és tan difícil ;) 
NEUTRAL	n sei pq eu nasci namoral.
FAVOR	Millo, considera tensa i esperpèntica la Junta de Seguretat: Per part del Govern hi assistia el major dels Mossos d'Esquadra, cosa que permetia veure la seva alineació política . Acord GOV/138/2015, de 25 d’agost. Cas tancat. Pd: quina pocavergonya i quant odi, Enric. 
FAVOR	El president QuimTorraiPla visita el Pallars Jussà i el Pallars Sobirà 🗓 Podeu consultar l'agenda del Govern d'aquest cap de setmana i de dilluns aquí 👉 
FAVOR	RT pitusa17: Gràcies Lluís per fer possible el referendum. FAQSforojuecesTV3 AcampemaStJaume
FAVOR	diariARA jordi5mirabet InesArrimadas KRLS Uy si! Va a dir-li que la república no existeix sense parlar amb ell. Quan penso que ja no pot fer mes el ridícul, quan ja sembla que ha arribat al tope... ho torna a fer!! Aquesta noia es una crack!
FAVOR	RT BarrisCarme: Comença la tardor republicana OmplimStJaume 29S Llibreslliures
FAVOR	RT pancracieta: El 29S OmplimStJaume , estarem llegint LlibresLliures i l'aviació catalana no els atacarà. O sí? 
FAVOR	NoSurrenderCAT Aquí no defalleix ningú, seguim ferms i determinats, fem un pas endavant dia rera dia. No hi ha dubtes, volem RepúblicaCatalana D'altres... a la desesperada, fan el ridícul allà on van... Després de Tortosa, Àmer... arriba Waterloo Aquí la teniu 😂😂😂💦 👇🏼 
AGAINST	📸 Avui InesArrimadas ha atès als mitjans de comunicació després de la visita amb carrizosacarlos a Premià de Mar on han acompanyat als companys de Cs_Premia 
AGAINST	josepcosta quimforn Ha quedat molt clar avui que ens veu enganyar traïdors.
AGAINST	Em pregunto si el linxament de la secretària judicial en el qual està participant el processisme sencer, des del govern fins a l'últim tuitaire, passant per periodistes i presos, és una pura rabieta o si té com a objectiu intimidar testimonis que encara no han declarat.
AGAINST	montser95624611 XSalaimartin SantiVila He donat uns noms de gent que ha governat 28 anys i a veure si ja algú que els pugui defendre. No he dit res mes.
FAVOR	RT riverolavictor: Arrimadas negocia la independencia de Catalunya con Puigdemont. Buena noticia.
FAVOR	- Primer van atacar les nostres finances - Després van atacar el Parlament, tomban lleis al TC - Més tard, van atacar els nostres polítics - Tot seguit van atacar els ciutadans (CDR, pallassos, mecànics...) - I ara ataquen els advocats dels nostres polítics Només saben destruir.
FAVOR	3️⃣. Posar fi de manera immediata a la impunitat del feixisme als nostres carrers, impedint les seves expressions públiques i investigant totes les agressions.
FAVOR	🔴 PREGUNTA 🔴 Avuí estàvem de 15.000 a 20.000 persones davant Economia. Si ho preferiu, només 12.000, depèn de qui i com compti, que ja em semblen molts. Estem a dijous, entre setmana. QUANTS VINDREU A OmplimSantJaume29s QUE CAU EN DISSABTE? -RT per eixamplar la mostra-
AGAINST	MGaussage De la Alemania de los treinta, para ser exactos.
FAVOR	El catalanisme ha estat això: la manera de ser espanyols dels catalans. Dit tècnicament, el discurs catalanista era (i és) una variant al·lofònica del discurs espanyol. 
FAVOR	Avui és diumenge i una setmana mes que els nostres polítics romanen a presó. Pensem en ells, pensem en nosaltres i pensem en el país. Què votarem el dia 28A?
AGAINST	boye_g LaRepublicaCat Perdió usted esta querella? 
AGAINST	És entendridor com gent que no coneix la diferència entre el Codi Penal i En Teo va al Zoo, comenta el judici. Els llacistes estan absolutament convençuts que el que s'està celebrant no és un judici al Tribunal Suprem, sinó un especial de FAQS. 
NEUTRAL	La família Jackson demanda a la HBO pel documental 'Leaving Neverland' 
FAVOR	RT ANC_Mossos: La querella contra el TC i conta Rajoy per impedir investir Puigdemont, en mans de Llarena. 
NEUTRAL	Si sentir-se superior a aquesta escòria és ser supremacista, sí, ho soc i amb orgull. Quin fàstic de gent, de debò. JudiciDeLaVergonya JoAcuso JudiciTV3CatRàdio 
FAVOR	Que un colpista que va participar en un cop d’Estat violent ens acusi a nosaltres de colpistes... Deu ser que per ell la democràcia consisteix en que un col·lega seu entri a un parlament a fotre trets. Policia polític, això és el que és aquest element. 
FAVOR	RT Juditpi1: ForaXusmapol OmplimSantJaume29s ForaDelsNostresCarrers NiUnPasEnrera NiOblitNiPerdó 
FAVOR	Avui l'acte institucional de la diada a Igualada també és excepcional per què el protagonisme la tenen els presos i exiliats en la persona de la mlluisvall presidenta de l'Associació Catalana de Drets Civils. 
AGAINST	RT altamiranoMLG: LlibertatPresesPolitiques 
FAVOR	RT jimnez_jon: -Muralla és el què busquen algunes persones per amagar-se davant de tanta dignitat. -quINES persones? JoAcuso
AGAINST	Nou cartell actualitzat de l'acte d'universitats pels drets civils i la democràcia EL COMPROMÍS SOCIAL DE LES UNIVERSITATS: PASSAT PRESENT FUTUR 📅11 març 10:30-13:30 📌Auditori Campus Ciutadella (UPF) Org: Associació Laude 📢RT unisxrepublica UniversitatsANC cientificsxRepC 
FAVOR	Hem despullat: La monarquia. Els polítics del 155 Els jutges Els que ens odien Els covards Els xaqueteros Els de la pela es la pela Els botiflers Els kaixibancs Els negocis bruts L'Espanya franquista Els d'esquerra de dretes Els anti Cat, a Cat La violència colonitzadora
AGAINST	ramoncotarelo Et pots fer una idea de com de ser i pensar el policia nacional. Una joia.
AGAINST	oriolguellipuig A sobre de cara de psicòpata és guapot 😍
AGAINST	TV-3 reconeix per primera vegada que la declaració d'independència va ser un 'fake' 
AGAINST	escolteume Si algú va a casa seva a cridar-li cada nit serà un heroi. Es podria muntar un crowdfunding
FAVOR	Què és prepari una manifestació filofranquista a la capital europea del feixisme perquè existeix la possibilitat que en les converses Estat/Generalitat hi hagi una persona que pren nota del que es parla i el que s' acorda, vol dir que ESP ha embogit definitivament. Ens divertirem
FAVOR	A l’història de a Catalunya i Espanya el 155 és la norma, no l’excepció. 
FAVOR	El testimoni de la secretària judicial del 20-S descriu una situació de setge i dona ales al relat que criminalitza la mobilització a les portes d'Economia, una jornada que va portar Sànchez (jordialapreso) i jcuixart a la presó  judici1O
AGAINST	Bon dia noe_bail els inscrits de podem_cat podrem votar si volem anar en coalició amb CeC a les eleccions generals? O si hem d’acabar votant a caps de llistes que no són de ahorapodemos sinó d’altres partits o independentistes? Pablo_Iglesias_
AGAINST	RT enoticiescat: Rahola s'indigna perquè qüestionen la seva presència televisiva: 'estic a TV3 perquè a la gent li agrado!'. 
FAVOR	DFerrerC KRLS I per alguns indepes potser també és la bestia negra, quina pena. Sort que aquest cap de setmana tindrem el millor reconeixement amb la visita de la cap de l’opossició. Als hi fa molta por tant el President com el consell de la República, al trist que Esquerra_ERC no s’ho creu
AGAINST	RT edsala62: I si ens aixequéssim? ¿Y si nos levantáramos? 
AGAINST	VictorCR1970 paquifer1969 Ho se no passa res, però em teniu que convidar tots dos a una 🍻
FAVOR	5/9/18 Posaré aquest twitt cada dia fins que alliberin a totes i tots els presospolitics i pugui tornar en Carles Puigdemont KRLS com a legítim President de la República de Catalunya. Visca Catalunya i el seu poble lliure i sobirà! llibertatpresospolitics
FAVOR	Els jutges a Catalunya no són imparcials ?, seure a una taula de diàleg amb els partits independentistes és una traïció a Espanya ?, Estem repetint la història? ⭕️Debat sobre Història Insubmissió Resistència i Resilència herodot10 ✊🎗🍁 
NEUTRAL	A la vista de les declaracions dels comandaments policials que han desfilat avui pel Suprem la intel·ligència de la policia es limita a patrullar per les xarxes socials
FAVOR	RT IvanLQF: En liquidasió, Soraya. Has caigut abans que Puigdemont. Caureu tots abans que Puigdemont. NoSurrender 
AGAINST	Ja ho he dit alguna vegada. Hi ha gent tan avorrida de la seva vida que l'únic que vol és això: una mica d'acció, d'emoció, poder ser part i testimoni d'un moment històric. Quin perill i quina irresponsabilitat més gran. 
FAVOR	Unitat d'acció i unitat estratègica! 28A 
AGAINST	RT ivanlabanda: El Tango de la presó. PolòniaTV3 
AGAINST	NINvsRM elpuntavui Millo ha mentit descaradament. Que El Punt Avui veiés necessitat d'exagerar el seu discurs encara una mica més em sembla lamentable, ja que permet a gent com tu fer veure que aquí no ha passat res.
FAVOR	jorditurull Impressionant declaració!!! Tots aquests dies constatem que sou uns polítics d'alçada!!! fakesuprem
FAVOR	RT julidejdarmuoz: Com deu practicar la Lozano, això del sexe, doctor Freud? Per referèndum consentit, pactat, amb silenci admi nistratiu?
FAVOR	RT AnnaRepCat: El Fairy ens ha de servir per netejar la merda que tenim a Catalunya, la merda és diu estat espanyol .
FAVOR	RT MONTSEC1: En treureu 100 i en posarem 1000 més. LlibertatPresosPolítics 
NEUTRAL	L'atemptat de la setmana passada al Caixmir, el pitjor en tres dècades de conflicte entre el Pakistan i l'Índia, pot significar el final de l'estabilitat a la zona 
NEUTRAL	guillemclua LaPous_ Jo confio plenament en el Jordi, francament!
FAVOR	1 Som allà on som perquè fins avui Espanya no ens ha fallat mai ja que l'odi, la prepotència i els prejudicis els ha fet embogir. Una a una, s'han anat tancant totes les portes convençuts que cada vegada que durien els nostres polítics al caire de l'abisme, aquests es farien por
AGAINST	Em declaro culpable jo tenia les urnes, jo vaig obrir els col•legis, jo tenia les paperetes i els sobres, jo vaig organitzar muralles, jo vaig pagar les factures, jo vaig portar KRLS a Waterloo. Deixeu de fer el paripé, ja teniu una confessió. algú més vol confessar? JoSóc1O
NEUTRAL	Trump suavitza el to però manté la promesa de construir el mur 
AGAINST	Fa 308 dies que la República va ser proclamada i ningú ha estat capaç d'anul·lar-la democràticament. Hace 308 dias que la República fue proclamada y nadie ha sido capaz de anularla democráticamente. 308DiesdeREPÚBLICA RepúblicaÉsLlibertat CatalunyaNoTéRei 
FAVOR	Venjança, tot el que prové de l'estat espanyol és una venjança. Desitjosos de que els nostres representants polítics prenguin mal per culpa d'un eixelebrat? Negació d'escortes policials. Malpensa i encerta.
